lit_name,rank,bna_l2_abbr,bna_l2_name,bna_lobe,p_raw,p,n_papers,n_coords,k_papers,eff_n,n80,n_observed,top1_p
f3t,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
fba,1,FuG,Fusiform Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
fef,1,PrG,Precentral Gyrus,Frontal Lobe,0.4,0.2407,6.0,10,15.0,12.38,14,3,0.2408
fef,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.3333,0.2037,5.0,8,15.0,12.38,14,3,0.2408
fef,3,SFG,Superior Frontal Gyrus,Frontal Lobe,0.2667,0.1667,4.0,7,15.0,12.38,14,3,0.2408
fef 8,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
fef ba 9,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
fef lat,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
fef left2,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
fef sphere,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
fef sphere,2,PrG,Precentral Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
fefa,1,PrG,Precentral Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
fefa,2,SFG,Superior Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
fefs,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
ffa,1,FuG,Fusiform Gyrus,Temporal Lobe,1.0,0.425,8.0,10,8.0,12.0,16,1,0.425
ffa ba 37,1,LOcC,lateral Occipital Cortex,Occipital Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
ffa ba 37,2,MTG,Middle Temporal Gyrus,Temporal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
ffa1 mask,1,FuG,Fusiform Gyrus,Temporal Lobe,1.0,0.1154,1.0,6,1.0,22.91,19,1,0.1153
ffa2 mask,1,FuG,Fusiform Gyrus,Temporal Lobe,1.0,0.1154,1.0,6,1.0,22.91,19,1,0.1153
ffg,1,FuG,Fusiform Gyrus,Temporal Lobe,0.7143,0.2895,5.0,7,7.0,15.95,17,3,0.2896
ffg,2,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,0.1429,0.0789,1.0,3,7.0,15.95,17,3,0.2896
ffg,3,LOcC,lateral Occipital Cortex,Occipital Lobe,0.1429,0.0789,1.0,1,7.0,15.95,17,3,0.2896
ffsiform gyrus 37,1,ITG,Inferior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
fg mask,1,FuG,Fusiform Gyrus,Temporal Lobe,0.5,0.1071,1.0,5,2.0,22.13,19,2,0.1071
fg mask,2,LOcC,lateral Occipital Cortex,Occipital Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
fimbria,1,Hipp,Hippocampus,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
first and second heschls gyrus,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
fmc,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1786,2.0,2,2.0,21.0,19,1,0.1787
fmri study,1,FuG,Fusiform Gyrus,Temporal Lobe,1.0,0.1154,1.0,6,1.0,22.91,19,1,0.1153
forceps major,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
fornix,1,Tha,Thalamus,Subcortical Nuclei,1.0,0.2333,3.0,3,3.0,19.05,18,1,0.2335
fpc,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,4,2.0,22.13,19,2,0.1071
fpc,2,SFG,Superior Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
fpc middle frontal gyrus,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
fppfc,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,5,1.0,22.91,19,1,0.1153
front med orbit,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
front mid orbit,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
front pole,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.2745,0.2302,14.0,26,51.0,11.57,7,11,0.2303
frontal,2,PrG,Precentral Gyrus,Frontal Lobe,0.2353,0.1984,12.0,32,51.0,11.57,7,11,0.2303
frontal,3,SFG,Superior Frontal Gyrus,Frontal Lobe,0.1373,0.119,7.0,12,51.0,11.57,7,11,0.2303
frontal,4,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.098,0.0873,5.0,8,51.0,11.57,7,11,0.2303
frontal,5,OrG,Orbital Gyrus,Frontal Lobe,0.098,0.0873,5.0,7,51.0,11.57,7,11,0.2303
frontal,6,INS,Insular Gyrus,Insular Lobe,0.0392,0.0397,2.0,2,51.0,11.57,7,11,0.2303
frontal,7,PoG,Postcentral Gyrus,Parietal Lobe,0.0392,0.0397,2.0,2,51.0,11.57,7,11,0.2303
frontal,8,BG,Basal Ganglia,Subcortical Nuclei,0.0196,0.0238,1.0,2,51.0,11.57,7,11,0.2303
frontal,9,PCL,Paracentral Lobule,Frontal Lobe,0.0196,0.0238,1.0,2,51.0,11.57,7,11,0.2303
frontal,10,CG,Cingulate Gyrus,Limbic Lobe,0.0196,0.0238,1.0,1,51.0,11.57,7,11,0.2303
frontal,11,IPL,Inferior Parietal Lobule,Parietal Lobe,0.0196,0.0238,1.0,1,51.0,11.57,7,11,0.2303
frontal and subcortical area,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal ba 10,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
frontal cortex,1,SFG,Superior Frontal Gyrus,Frontal Lobe,0.3,0.1591,3.0,4,10.0,17.55,16,6,0.1592
frontal cortex,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.3,0.1591,3.0,3,10.0,17.55,16,6,0.1592
frontal cortex,3,PrG,Precentral Gyrus,Frontal Lobe,0.1,0.0682,1.0,2,10.0,17.55,16,6,0.1592
frontal cortex,4,CG,Cingulate Gyrus,Limbic Lobe,0.1,0.0682,1.0,1,10.0,17.55,16,6,0.1592
frontal cortex,5,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.1,0.0682,1.0,1,10.0,17.55,16,6,0.1592
frontal cortex,6,LOcC,lateral Occipital Cortex,Occipital Lobe,0.1,0.0682,1.0,1,10.0,17.55,16,6,0.1592
frontal cortex sma,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
frontal eye field,1,SFG,Superior Frontal Gyrus,Frontal Lobe,0.4091,0.2794,9.0,13,22.0,10.06,11,3,0.2794
frontal eye field,2,PrG,Precentral Gyrus,Frontal Lobe,0.3182,0.2206,7.0,9,22.0,10.06,11,3,0.2794
frontal eye field,3,MFG,Middle Frontal Gyrus,Frontal Lobe,0.2727,0.1912,6.0,8,22.0,10.06,11,3,0.2794
frontal eye field ba 8,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal gyrus,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.2,0.1136,2.0,6,10.0,18.22,16,6,0.1137
frontal gyrus,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.2,0.1136,2.0,5,10.0,18.22,16,6,0.1137
frontal gyrus,3,BG,Basal Ganglia,Subcortical Nuclei,0.2,0.1136,2.0,4,10.0,18.22,16,6,0.1137
frontal gyrus,4,PrG,Precentral Gyrus,Frontal Lobe,0.2,0.1136,2.0,2,10.0,18.22,16,6,0.1137
frontal gyrus,5,OrG,Orbital Gyrus,Frontal Lobe,0.1,0.0682,1.0,1,10.0,18.22,16,6,0.1137
frontal gyrus,6,SFG,Superior Frontal Gyrus,Frontal Lobe,0.1,0.0682,1.0,1,10.0,18.22,16,6,0.1137
frontal inf,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal inf gy,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,3,1.0,22.91,19,1,0.1153
frontal inf oper,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.4286,0.1842,3.0,4,7.0,17.01,17,3,0.1843
frontal inf oper,2,PrG,Precentral Gyrus,Frontal Lobe,0.4286,0.1842,3.0,4,7.0,17.01,17,3,0.1843
frontal inf oper,3,MFG,Middle Frontal Gyrus,Frontal Lobe,0.1429,0.0789,1.0,1,7.0,17.01,17,3,0.1843
frontal inf oper 44,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
frontal inf oper 44,2,PrG,Precentral Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
frontal inf orb,1,OrG,Orbital Gyrus,Frontal Lobe,0.6667,0.3542,8.0,12,12.0,12.96,15,4,0.3544
frontal inf orb,2,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.1667,0.1042,2.0,2,12.0,12.96,15,4,0.3544
frontal inf orb,3,INS,Insular Gyrus,Insular Lobe,0.0833,0.0625,1.0,2,12.0,12.96,15,4,0.3544
frontal inf orb,4,MFG,Middle Frontal Gyrus,Frontal Lobe,0.0833,0.0625,1.0,1,12.0,12.96,15,4,0.3544
frontal inf orb 47,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal inf p o,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
frontal inf p o,2,PrG,Precentral Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
frontal inf p t,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
frontal inf p t,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
frontal inf tri,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.625,0.375,10.0,17,16.0,9.87,13,2,0.3747
frontal inf tri,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.375,0.2321,6.0,10,16.0,9.87,13,2,0.3747
frontal inferior opercularis,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal inferior operculum,1,PrG,Precentral Gyrus,Frontal Lobe,0.6667,0.1667,2.0,2,3.0,20.55,18,2,0.1668
frontal inferior operculum,2,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.3333,0.1,1.0,2,3.0,20.55,18,2,0.1668
frontal inferior orbital gyrus,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal inferior triangularis,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal inferior triangularisangularis,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.3333,0.1,1.0,2,3.0,21.57,18,3,0.1001
frontal inferior triangularisangularis,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.3333,0.1,1.0,2,3.0,21.57,18,3,0.1001
frontal inferior triangularisangularis,3,PoG,Postcentral Gyrus,Parietal Lobe,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
frontal insular cortex,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
frontal lobe,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.2727,0.1912,6.0,8,22.0,15.78,11,10,0.1912
frontal lobe,2,SFG,Superior Frontal Gyrus,Frontal Lobe,0.1818,0.1324,4.0,4,22.0,15.78,11,10,0.1912
frontal lobe,3,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.1364,0.1029,3.0,5,22.0,15.78,11,10,0.1912
frontal lobe,4,OrG,Orbital Gyrus,Frontal Lobe,0.0909,0.0735,2.0,12,22.0,15.78,11,10,0.1912
frontal lobe,5,PrG,Precentral Gyrus,Frontal Lobe,0.0909,0.0735,2.0,3,22.0,15.78,11,10,0.1912
frontal lobe,6,BG,Basal Ganglia,Subcortical Nuclei,0.0455,0.0441,1.0,1,22.0,15.78,11,10,0.1912
frontal lobe,7,CG,Cingulate Gyrus,Limbic Lobe,0.0455,0.0441,1.0,1,22.0,15.78,11,10,0.1912
frontal lobe,8,INS,Insular Gyrus,Insular Lobe,0.0455,0.0441,1.0,1,22.0,15.78,11,10,0.1912
frontal lobe,9,PoG,Postcentral Gyrus,Parietal Lobe,0.0455,0.0441,1.0,1,22.0,15.78,11,10,0.1912
frontal lobe,10,STG,Superior Temporal Gyrus,Temporal Lobe,0.0455,0.0441,1.0,1,22.0,15.78,11,10,0.1912
frontal lobe frame gyrus,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal lobe frontal gyrus,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal lobe inferior frontal gyrus,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,3,2.0,22.13,19,2,0.1071
frontal lobe inferior frontal gyrus,2,OrG,Orbital Gyrus,Frontal Lobe,0.5,0.1071,1.0,2,2.0,22.13,19,2,0.1071
frontal lobe medial frontal gyrus,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal lobe paracentral lobule,1,Pcun,Precuneus,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal lobe sub gyral,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal lobe superior frontal gyrus,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal med orb,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.2812,4.0,5,4.0,17.24,18,1,0.2815
frontal med orb and,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal medial,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal medial cortex,1,CG,Cingulate Gyrus,Limbic Lobe,0.4,0.1471,2.0,3,5.0,19.22,18,3,0.1471
frontal medial cortex,2,SFG,Superior Frontal Gyrus,Frontal Lobe,0.4,0.1471,2.0,2,5.0,19.22,18,3,0.1471
frontal medial cortex,3,OrG,Orbital Gyrus,Frontal Lobe,0.2,0.0882,1.0,1,5.0,19.22,18,3,0.1471
frontal medial gyrus,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal mid,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.7857,0.4423,11.0,19,14.0,10.44,14,3,0.4426
frontal mid,2,PrG,Precentral Gyrus,Frontal Lobe,0.1429,0.0962,2.0,2,14.0,10.44,14,3,0.4426
frontal mid,3,SFG,Superior Frontal Gyrus,Frontal Lobe,0.0714,0.0577,1.0,1,14.0,10.44,14,3,0.4426
frontal mid 5,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
frontal mid 8,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal mid orb,1,OrG,Orbital Gyrus,Frontal Lobe,0.8,0.2647,4.0,5,5.0,17.25,18,2,0.2648
frontal mid orb,2,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.2,0.0882,1.0,2,5.0,17.25,18,2,0.2648
frontal middle,1,BG,Basal Ganglia,Subcortical Nuclei,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
frontal middle,2,SFG,Superior Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
frontal middle gyrus,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.6667,0.1667,2.0,3,3.0,20.55,18,2,0.1668
frontal middle gyrus,2,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.3333,0.1,1.0,1,3.0,20.55,18,2,0.1668
frontal middle orbital,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal middle orbital gyrus,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,2,2.0,22.13,19,2,0.1071
frontal middle orbital gyrus,2,OrG,Orbital Gyrus,Frontal Lobe,0.5,0.1071,1.0,2,2.0,22.13,19,2,0.1071
frontal network,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal operculum,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.5417,0.375,13.0,14,24.0,10.32,10,5,0.3749
frontal operculum,2,INS,Insular Gyrus,Insular Lobe,0.1667,0.125,4.0,5,24.0,10.32,10,5,0.3749
frontal operculum,3,PrG,Precentral Gyrus,Frontal Lobe,0.1667,0.125,4.0,4,24.0,10.32,10,5,0.3749
frontal operculum,4,OrG,Orbital Gyrus,Frontal Lobe,0.0833,0.0694,2.0,3,24.0,10.32,10,5,0.3749
frontal operculum,5,MFG,Middle Frontal Gyrus,Frontal Lobe,0.0417,0.0417,1.0,1,24.0,10.32,10,5,0.3749
frontal operculum cortex,1,INS,Insular Gyrus,Insular Lobe,0.5556,0.2619,5.0,5,9.0,13.99,16,2,0.262
frontal operculum cortex,2,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.4444,0.2143,4.0,4,9.0,13.99,16,2,0.262
frontal operculum p opercularis,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal operculum p triangularis,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal orbital,1,INS,Insular Gyrus,Insular Lobe,0.5,0.1071,1.0,2,2.0,22.13,19,2,0.1071
frontal orbital,2,OrG,Orbital Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
frontal orbital cortex,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.3913,0.2714,9.0,10,23.0,10.45,11,4,0.2713
frontal orbital cortex,2,OrG,Orbital Gyrus,Frontal Lobe,0.3043,0.2143,7.0,11,23.0,10.45,11,4,0.2713
frontal orbital cortex,3,INS,Insular Gyrus,Insular Lobe,0.2609,0.1857,6.0,8,23.0,10.45,11,4,0.2713
frontal orbital cortex,4,MFG,Middle Frontal Gyrus,Frontal Lobe,0.0435,0.0429,1.0,1,23.0,10.45,11,4,0.2713
frontal polar,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1786,2.0,2,2.0,21.0,19,1,0.1787
frontal polar c,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal pole,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.5253,0.473,52.0,94,99.0,6.07,4,10,0.473
frontal pole,2,SFG,Superior Frontal Gyrus,Frontal Lobe,0.202,0.1847,20.0,25,99.0,6.07,4,10,0.473
frontal pole,3,OrG,Orbital Gyrus,Frontal Lobe,0.1414,0.1306,14.0,18,99.0,6.07,4,10,0.473
frontal pole,4,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.0707,0.0676,7.0,11,99.0,6.07,4,10,0.473
frontal pole,5,BG,Basal Ganglia,Subcortical Nuclei,0.0101,0.0135,1.0,1,99.0,6.07,4,10,0.473
frontal pole,6,CG,Cingulate Gyrus,Limbic Lobe,0.0101,0.0135,1.0,1,99.0,6.07,4,10,0.473
frontal pole,7,Hipp,Hippocampus,Subcortical Nuclei,0.0101,0.0135,1.0,1,99.0,6.07,4,10,0.473
frontal pole,8,MTG,Middle Temporal Gyrus,Temporal Lobe,0.0101,0.0135,1.0,1,99.0,6.07,4,10,0.473
frontal pole,9,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,0.0101,0.0135,1.0,1,99.0,6.07,4,10,0.473
frontal pole,10,PhG,Parahippocampal Gyrus,Temporal Lobe,0.0101,0.0135,1.0,1,99.0,6.07,4,10,0.473
frontal pole 9,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal pole anterior medial prefrontal cortex,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
frontal pole ba 10,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1786,2.0,2,2.0,21.0,19,1,0.1787
frontal pole cortex,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
frontal poleb,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal sub gyral,1,BG,Basal Ganglia,Subcortical Nuclei,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
frontal sub gyral,2,PrG,Precentral Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
frontal sub gyral ba 6,1,Tha,Thalamus,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal subgyral,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal sup,1,SFG,Superior Frontal Gyrus,Frontal Lobe,0.5,0.3167,9.0,14,18.0,10.81,13,3,0.3164
frontal sup,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.3333,0.2167,6.0,6,18.0,10.81,13,3,0.3164
frontal sup,3,PrG,Precentral Gyrus,Frontal Lobe,0.1667,0.1167,3.0,3,18.0,10.81,13,3,0.3164
frontal sup medeal,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal sup media,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,3,1.0,22.91,19,1,0.1153
frontal sup medial,1,SFG,Superior Frontal Gyrus,Frontal Lobe,0.875,0.375,7.0,11,8.0,13.34,16,2,0.375
frontal sup medial,2,BG,Basal Ganglia,Subcortical Nuclei,0.125,0.075,1.0,1,8.0,13.34,16,2,0.375
frontal sup orb,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.2812,4.0,7,4.0,17.24,18,1,0.2815
frontal superior,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal superior gyrus,1,PrG,Precentral Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
frontal superior gyrus,2,SFG,Superior Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
frontal superior medial,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal superior medial ba 10,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal superior medial gyrus,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1786,2.0,3,2.0,21.0,19,1,0.1787
frontal superior medial gyrus ba 32,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal superior orbital gyrus,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal triangular gyrus,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontal wm,1,PoG,Postcentral Gyrus,Parietal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
frontal wm,2,SFG,Superior Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
fronto insular cortex,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,2,2.0,22.13,19,2,0.1071
fronto insular cortex,2,INS,Insular Gyrus,Insular Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
fronto marginal gyrus and sulcus,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
fronto occipital fasciculus,1,BG,Basal Ganglia,Subcortical Nuclei,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
fronto occipital fasciculus,2,INS,Insular Gyrus,Insular Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
fronto polar,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
fronto polar cortex,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
fronto superior medial gyrus ba 9,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontoinsula,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontomarginal sulcus,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontomedial cortex,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontoparietal operculum,1,PoG,Postcentral Gyrus,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontopolar,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
frontopolar 10,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
frontopolar area,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
frontopolar cortex,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.7333,0.4259,11.0,17,15.0,10.38,14,3,0.4261
frontopolar cortex,2,OrG,Orbital Gyrus,Frontal Lobe,0.2,0.1296,3.0,3,15.0,10.38,14,3,0.4261
frontopolar cortex,3,SFG,Superior Frontal Gyrus,Frontal Lobe,0.0667,0.0556,1.0,1,15.0,10.38,14,3,0.4261
