lit_name,lit_surface_top,lit_n_surface,k_papers,n_observed,eff_n,n80,top1_p,rank,bna_L2_abbr,bna_L2_name,bna_lobe,n_papers,n_papers_raw,n_coords,p,p_raw,p_unobserved,lit_surface_forms
inferior frontal sulcus,Inferior frontal sulcus,10,17.0,2,9.62,13,0.3279,1,MFG,Middle Frontal Gyrus,Frontal Lobe,9.0,9.0,9,0.3276,0.5294,0.01724,Inferior frontal sulcus | IFS | Inferior frontal sulcus* | Inferior frontal sulcus??? | L IFS | R IFS | R inferior frontal sulcus | Right inferior frontal sulcus | inferior frontal sulcus | left inferior frontal sulcus
inferior frontal sulcus,Inferior frontal sulcus,10,17.0,2,9.62,13,0.3279,2,IFG,Inferior Frontal Gyrus,Frontal Lobe,8.0,8.0,10,0.2931,0.4706,0.01724,Inferior frontal sulcus | IFS | Inferior frontal sulcus* | Inferior frontal sulcus??? | L IFS | R IFS | R inferior frontal sulcus | Right inferior frontal sulcus | inferior frontal sulcus | left inferior frontal sulcus
inferior frontal tri ba 45 2,Inferior frontal tri (BA45) 2,1,1.0,1,22.91,19,0.1153,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Inferior frontal tri (BA45) 2
inferior frontal triangular,Inferior Frontal Triangular,2,2.0,1,21.0,19,0.1787,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,2.0,2.0,2,0.1786,1.0,0.03571,Inferior Frontal Triangular | Right inferior frontal triangular
inferior frontal triangularis,Inferior frontal triangularis,1,3.0,2,20.55,18,0.1668,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,2.0,2.0,2,0.1667,0.6667,0.03333,Inferior frontal triangularis
inferior frontal triangularis,Inferior frontal triangularis,1,3.0,2,20.55,18,0.1668,2,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1,0.3333,0.03333,Inferior frontal triangularis
inferior frontalgyrus,Rt. Inferior FrontalGyrus,1,1.0,1,22.91,19,0.1153,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Rt. Inferior FrontalGyrus
inferior fronto occipital fasciculus,Inferior fronto-occipital fasciculus left,2,3.0,3,21.57,18,0.1001,1,BG,Basal Ganglia,Subcortical Nuclei,1.0,1.0,1,0.1,0.3333,0.03333,Inferior fronto-occipital fasciculus left | L inferior fronto-occipital fasciculus
inferior fronto occipital fasciculus,Inferior fronto-occipital fasciculus left,2,3.0,3,21.57,18,0.1001,2,Hipp,Hippocampus,Subcortical Nuclei,1.0,1.0,1,0.1,0.3333,0.03333,Inferior fronto-occipital fasciculus left | L inferior fronto-occipital fasciculus
inferior fronto occipital fasciculus,Inferior fronto-occipital fasciculus left,2,3.0,3,21.57,18,0.1001,3,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,1.0,1,0.1,0.3333,0.03333,Inferior fronto-occipital fasciculus left | L inferior fronto-occipital fasciculus
inferior gryrus,Inferior gryrus,1,1.0,1,22.91,19,0.1153,1,ITG,Inferior Temporal Gyrus,Temporal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Inferior gryrus
inferior insula,Inferior insula,1,1.0,1,22.91,19,0.1153,1,INS,Insular Gyrus,Insular Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Inferior insula
